english,transliteration,arabic,audioUrl
pupil,búʔbuʔ,بُؤبُؤ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-32.mp3
to blink,"raff 3ēnu, yriff 3ēnu",رفّ عيْنو، يْرِفّ عيْنو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-33.mp3
to wink,"ɣámaz, yíɣmuz",غمز، يِغْمُز,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-34.mp3
to close one’s eyes,"ɣámmaɖ 3yūnu, yɣámmiɖ 3yūnu",غمّض عْيونو، يْغمِّض عْيونو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-35.mp3
to open one’s eyes,fátaɧ [55] 3yūnu,فتح عْيونو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-36.mp3
dark circles under one’s eyes,sawēd taɧt 3yūnu,سَواد تحْت عْيونو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-37.mp3
cross-eyed,"áɧwal, ɧáwla (ɧūl)",أحْوَل، حَوْلا (حول),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-38.mp3
blind,"á3ma, 3ámya (3imyān)",أعْمى، عمْيا (عِمْيان),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-39.mp3
to see,"šēf, yšūf",شاف، يْشوف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-40.mp3
I can’t see the clock from here.,miš ʔadrān šūf issā3a min hūn.,مِش قدْران شوف السّاعة مِن هون.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-41.mp3
"eyesight, vision",náʐar,نظر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-42.mp3
I have perfect eyesight.,náʐari ktīr ʔáwi.,نظرْي كْتير قَوي.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-43.mp3
to wear glasses,líbis [6] 3wēnēt,لِبِس عْويْنات,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-44.mp3
I think you need glasses.,šáklu báddak 3wēnēt.,شكْلو بدّك عْويْنات.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-45.mp3
to cry,"bíki, yíbki",بِكي، يِبْكي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-46.mp3
a tear,dám3a (dmū3),دمْعة (دْموع),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-47.mp3
Why are your eyes red? Have you been crying?,lē 3yūnak ɧmir? kint 3am tibki?,ليْه عْيونك حُمُر؟ كِنْت عم تِبْكي؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-48.mp3
nose,minxār (manaxīr),مِنْخار (مناخير),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-49.mp3
nose,ánif (unūf),أنِف (أُنوف),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-50.mp3
nostril,fátɧit minxār,فتْحِة مِنْخار,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-51.mp3
big/pronounced nose,minxār kbīr,مِنْخار كْبير,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-52.mp3
petite nose,minxār ʂɣīr,مِنْخار صْغير,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-53.mp3
straight/sharp/pointy nose,minxār mráwwas,مِنْخار مْروّس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-54.mp3
hook/crooked nose,minxār ma3wūj,مِنْخار معْووج,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-55.mp3
to sneeze,"3áʈas, yí3ʈus",عطس، يِعْطُس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-56.mp3
snot,mxāʈ,مْخاط,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-57.mp3
(to have) a runny nose,mráššaɧ,مْرشّح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-58.mp3
to blow one’s nose,"naff, yniff",نفّ، يْنِفّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-59.mp3
to pick one’s nose,lí3ib [55] b-minxāru,لِعِب بْمِنْخارو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-60.mp3
to smell,"šamm, yšimm",شمّ، يْشِمّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-61.mp3
sense of smell,ɧāsit šamm,حاسِة شمّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-62.mp3
I don’t have a very good sense of smell.,mā 3índi ɧāsit šamm ʔawíyyi,ما عِنْدي حاسِة شمّ قَوية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-63.mp3
I think I smell smoke.,šáklu fī rīɧit duxān.,شكْلو في ريحِة دُخان,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-64.mp3
ear,dēni (dēnēn),ديْنِة (ديْنا),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-65.mp3
earlobe,šáɧmit dēni,شحْمِة ديْنِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-66.mp3
to cup one’s ear,ɧaʈʈ [55] īdu wára dēntu,حطّ إيدو وَرا ديْنْتو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-67.mp3
to hear,"sími3, yísma3",سِمِع، يِسْمع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-68.mp3
Do you hear that noise?,sēmi3 ha-ʂʂōt?,سامِع هالصّوْت؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-69.mp3
ringing in one’s ear,ʂōt tiʂfīr b-iddēni,صوت تِصْفير بِالديْنِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-70.mp3
to be hard of hearing,sáma3u tʔīl,سمعو تْقيِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-71.mp3
deaf,"áʈraš, ʈárša (ʈuršēn)",أطْرش، طرْشا (طُرْشان),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-72.mp3
to wear a hearing aid,líbis [6] samā3a,لِبِس سماعة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-73.mp3
pierced ears,dēni mafxūti,ديْنِة مفْخوتِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-74.mp3
ear wax,ʂmāɣ dēni,صْماغ ديْنِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-75.mp3
mouth,timm (tmūm),تِمّ (تْمو),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-76.mp3
to smile,"btásam, yibtísim",بْتسم، يِبْتِسِم,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-77.mp3
to open one’s mouth,fátaɧ [55] tímmu,فتح تِمّو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-78.mp3
to close one’s mouth,"sákkar tímmu, ysákkir tímmu",سكّر تِمّو، يْسكِّر تِمّو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-79.mp3
tongue,lsēn,لْسان,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-80.mp3
to taste,"dāʔ, ydūʔ",داق، يْدوق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-81.mp3
Can you taste the mint in this dessert?,3am tɧiss b-ʈá3mi inná3na3 b-ha-lɧilu?,عم تْحِسّ بْطعْمِة النّعْنع بْهالحِلو؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-82.mp3
lip,šíffi (šfēf),شِفِّة (شْفاف),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-83.mp3
upper lip,ššíffi yálli fōʔ,الشِّفِّة يَلْلي فوْق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-84.mp3
lower lip,ššíffi yálli táɧit,الشِّفِّة يَلْلي تحِت,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-85.mp3
thin lips,šfāf rfē3,شْفاف رْفاع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-86.mp3
full lips,šfāf milyēnīn,شْفاف مِلْيانين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-87.mp3
chapped (dry) lips,šfāf miʔašbīn,شْفاف مِأشْبين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-88.mp3
tooth,sinn (snēn),سِنّ (سْنان),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-89.mp3
gums,nīri,نيرِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-90.mp3
front teeth,snēn ʔidmēníyyi,سْنان قِدْمانية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-91.mp3
to bite,"3aɖɖ, y3aɖɖ",عضّ، يْعضّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-92.mp3
molar,ɖúris (ɖrās),ضُرِس (ضْراس),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-93.mp3
to chew,"3álak, yí3luk",علك، يِعْلُك,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-94.mp3
to spit,"bázaʔ, yíbzuʔ",بزق، يِبْزُق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-95.mp3
"spit, spittle",tfēfi,تْفافِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-96.mp3
saliva,bzāʔ,بْزاق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-97.mp3
to yawn,"tēwab, ytēwab",تاوب، يْتاوب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-98.mp3
to cough,"sá3al, yís3ul",سعل، يِسْعُل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-99.mp3
"to burp, belch","ddášša, yiddášša",تْدشّا، يِتْدشّا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-100.mp3
bad breath,rīɧit timm bíš3a,ريحِة تِمّ بِشْعة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-101.mp3
tonsils,zal3ūm,زلْعوم,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-102.mp3
neck,ráʔbi (rʔāb),رقْبِة (رْقاب),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-103.mp3
nape of the neck,ʔáfa ráʔbi,قفا رقْبِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-104.mp3
throat,ɧálaʔ,حلق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-105.mp3
larynx,ɧúnjura (ɧanājir),حُنْجُرة (حناجِر),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-106.mp3
to breathe,"tnáffas, yítnaffas",تْنفّس، يِتْنفّس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-107.mp3
to take a deep breath,áxad [55] náfas 3amīʔ,أخد نفس عميق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-108.mp3
breathing,tanáffus,تنفُّس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-109.mp3
to swallow,"bála3, yíbla3",بلع، يِبْلع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-110.mp3
to choke,"tšárdaʔ, yitšárdaʔ",تْشرْدق، يِتْشرْدق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-111.mp3
He started choking on a piece of food.,bállaš yitšárdaʔ b-líʔmit ákil.,بلّش يِتْشرْدق بْلِقْمِة أكِل.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-113.mp3
hair,šá3ir,شعِر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-114.mp3
dark brown hair,šá3ir bínni ɣāmiʔ,شعِر بِنّي غامِق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-115.mp3
dark brown hair,šá3ir kastanēʔi,شعِر كسْتنائي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-116.mp3
light brown hair,šá3ir bínni fētiɧ,شعِر بِنّي فاتِح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-117.mp3
blond hair,šá3ir ášʔar,شعْر أشْقر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-118.mp3
black hair,šá3ir áswad,شعِر أسْوَد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-119.mp3
red hair,šá3ir áɧmar,شعِر أحْمر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-120.mp3
gray hair,šá3ir rmēdi,شعِر رْمادي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-121.mp3
white hair,šá3ir ábyaɖ,شعِر أبْيَض,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-122.mp3
to dye one’s hair,"ʂábaɣ šá3ru, yíʂbuɣ šá3ru",صبغ شعْرو، يِصْبُغ شعْرو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-123.mp3
She dyes her hair blond.,btíʂbuɣ šá3ra ášʔar.,بْتِصْبُغ شعْرا أشْقر.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-124.mp3
She’s a natural blond.,šá3ra ášʔar ʈabī3i.,شعْرا أشْقر طبيعي.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-125.mp3
long hair,šá3ir ʈawīl,شعِر طَويل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-126.mp3
short hair,šá3ir ʔaʂīr,شعِر قصير,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-127.mp3
shoulder-length hair,ʈūl iššá3ir la-lkitif,طول الشّعِر للكِتِف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-128.mp3
straight hair,šá3ir nē3im,شعِر ناعِم,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-129.mp3
curly hair,šá3ir kírli,شعِر كيرْلي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-130.mp3
wavy hair,šá3ir mmáwwaj,شعِر مْموّج,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-131.mp3
She has long beautiful straight brown hair.,šá3ra ʈawīl u ɧílu u nē3im u bínni.,شعْرا طويل وحِلو وناعِم وبِنّي.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-132.mp3
to comb/brush one’s hair,"máššaʈ šá3ru, ymáššiʈ šá3ru",مشّط شعْرو، يْمشّط شعْرو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-133.mp3
to get a haircut,ʔaʂʂ [55] šá3ru,قصّ شعْرو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-135.mp3
bald,áʂla3,أصْلع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-136.mp3
to go bald,ʂār [55] áʂla3,صار أصْلع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-137.mp3
sideburns,sawēlif,سَوالِف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-138.mp3
pony-tail,rbūʈ iššá3r mítil dánab liɧʂān,رْبوط الشّعْر مِتِل دنب الحْصان,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-139.mp3
braids,rábʈa,ربْطة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-140.mp3
She wears her hair in braids.,btúrbuʈšá3ra b-irrabʈa.,بتُربُط شعْرا بِالرّبْطة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-141.mp3
bun,ká3ki,كعْكِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-142.mp3
She usually wears her hair in a bun.,bi-l3ādi bitɖúbb šá3ra ká3ki.,بِالعادِة بِتْضُبّ شعْرا كعْكِة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-143.mp3
bangs,ɣúrra,غُرّة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-144.mp3
You look good with bangs.,šáklik ɧílu b-ilɣúrra.,شكْلِك حِلو بِالغُرّة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-145.mp3
"wig, toupee",pōstīj,بوْسْتيج,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-146.mp3
You can tell he wears a toupee.,šáklu ɧātiʈ pōstīj.,شكْلو حاتِط بوْسْتيج,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-147.mp3
beard,dáʔin (dʔūn),دقِن (دْقون),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-148.mp3
mustache,šērib (šwērib),شارِب (شْوارِب),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-149.mp3
He has a beard and mustache.,3āmil dáʔin u šwērib.,عامِل دقِن وشْوارِب.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-150.mp3
goatee,saksūki,سكْسوكِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-151.mp3
to trim one’s beard,"zábbaʈ dáʔnu, yzábbiʈ dáʔnu",زبّط دقْنو، يْزبِّط دقْنو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-152.mp3
to shave,"ɧálaʔ, yíɧluʔ",حلق، يِحْلُق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-153.mp3
He shaves every morning.,yíɧluʔ kill yōm iʂʂúbuɧ.,يِحْلُق كِلّ يوْم الصُّبُح.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-154.mp3
clean-shaven,ɧalīʔ iddáʔin,حليق الدّقِن,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-155.mp3
stubble,dáʔin xafīfi,دقِن خفيفِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-156.mp3
skin,jílid,جِلِد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-157.mp3
skin,bášra,بشْرة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-158.mp3
"pimple, blemish",ɧábbi,حبِّة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-159.mp3
I have a huge pimple on my chin!,3índi ɧábbi kbīri b-dáʔni.,عِنْدي حبِّة كْبيرِة بْدقْني.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-160.mp3
acne,ɧabb iššabēb,حبّ الشّباب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-161.mp3
"As a teenager, he had a lot of acne.",kēn 3índuɧabb iššabēb lámma kēn b-3úmur ilmurāhaqa.,كان عِنْدو حبّ الشّباب لمّا كان بْعُمُر المُراهقة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-162.mp3
bad (blemished) skin,bášra ta3bāni,بشْرة تعْبانِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-163.mp3
a good complexion,bášra ʂāfyi,بشْرة صاْفْية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-164.mp3
fair-skinned,"ábyaɖ, báyɖa (bīɖ)",أبْيَض، بَيْضا (بيض),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-165.mp3
dark-skinned,"ásmar, sámra (súmur)",أسْمر، سمْرا (سُمُر),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-166.mp3
oily skin,bášra díhníyyi,بشْرة دِهْنية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-167.mp3
dry skin,bášra jēffi,بشْرة جافِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-168.mp3
to put on lotion,dáhan krēm,دهن كْريْم,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-169.mp3
to put on sunscreen,"dáhan ēkrã, yídhan ēkrã",دهن أيْكْرون، يِدْهن أيْكْرون,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-170.mp3
freckles,námaš,نمش,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-171.mp3
She has a lot of freckles.,3índa námaš ktīr.,عِنْدا نمش كْتير.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-172.mp3
"mole, birthmark",wáɧmi,وَحْمِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-173.mp3
wrinkles,tajā3īd,تجاعيد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-174.mp3
You get wrinkles as you get older.,kíllma tíkbar biʂīr 3índak tajā3īd áktar.,كِلّْما تِكْبر بيصير عِنْدك تجاعيد أكْتر.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-175.mp3
scar,náddbi,ندّْبِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-176.mp3
tattoo,tātū,تاتو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-177.mp3
He has a tattoo on his left arm.,3āmil tātū 3ála īdu liysār.,عامِل تاتو على إيدو الِيْسار.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-178.mp3
Do you have any tattoos?,rēsim šī tātū?,ريْسِم شي تاتو؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-179.mp3
arm; hand,īd (ayēdi),إيد (أيادِة),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-180.mp3
What’s in your hand?,šū fī b-īdak?,شو في بْإيدك؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-181.mp3
They’re all wearing watches on their wrists.,kíllun lēbsīn sē3ēt b-īdayun.,كِلُّن لابْسين ساعات بْإيديُن.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-182.mp3
elbow,kū3,كوع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-183.mp3
armpit,bāʈ,باط,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-184.mp3
to sweat,"3íriʔ, yí3raʔ",عِرِق، يِعْرق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-185.mp3
sweaty,3arʔān,عرْقان,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-186.mp3
He was very sweaty after playing soccer.,ktīr kēn 3arʔān ba3d ilgōl.,كْتير كان عرْقان بعْد الغوْل.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-187.mp3
finger,úʂba3 (aʂābī3),أُصْبع (أصابيع),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-188.mp3
finger print,báʂmi,بصْمِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-189.mp3
thumb,ákbar úʂba3,أكْبر أُصْبع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-190.mp3
index finger,tēni úʂba3,تاني أُصْبع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-191.mp3
middle finger,úʂba3 ilwásaʈ,أُصْبع الوَسط,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-192.mp3
ring finger,úʂba3 ilxātim,أُصْبع الخاتِم,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-193.mp3
"little finger, pinky",xúnʂur,خُنْصُر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav05-194.mp3
