english,transliteration,arabic,audioUrl
"Where I’m from, it doesn’t usually get over 30 degrees in the summer.","máʈraɧ ma b3īš, lɧarāra mā btúʈla3 fōʔ ittlētīn.",مطْرح ما بْعيش، الحرارة ما بْتِطْلع فوْق التّْلاتين.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-29.mp3
It’s hotter than it was yesterday.,ʈʈáʔis ášwab min mbēriɧ.,الطقِس أشْوب مِن مْبارِح.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-30.mp3
I don’t like hot weather.,mā bɧibb iššōb.,ما بْحِبّ الشّوب.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-31.mp3
sky,sáma (samawēt),سما (سمَوات),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-32.mp3
The sky is clear.,ssáma ʂāfyi.,السّما صافْيِة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-34.mp3
It’s sunny.,jjaww míšmis.,الجَوّ مِشْمِس.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-35.mp3
sun,šámis (šmūs),شمِس (شْموس),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-36.mp3
The sun has come out.,ʈíl3it iššámis.,طِلْعِت الشمِس.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-37.mp3
The sun is shining.,ššámis míšrʔa.,الشمِس مِشْرْقة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-38.mp3
darkness,3átmi,عتْمِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-39.mp3
It’s dark.,3átamit iddínyi.,عتمِت الدِّنْيِا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-40.mp3
cloud,ɣēmi,غيْمِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-41.mp3
It’s cloudy. It’s overcast.,jjaww mɣáyyam.,الجَّوّ مْغيّم.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-42.mp3
rain,šíta,شِتا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-43.mp3
It is raining. It’s rainy.,3am tšáti.,عم تْشتي.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-44.mp3
It’s started to rain.,bállašit tšáti.,بلّشِت تْشتي.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-45.mp3
It’s stopped raining.,wáʔʔafit šíta.,وَقّفِت شِتا.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-46.mp3
It is pouring.,bitnáddi.,بِتْندّي.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-47.mp3
rainbow,qōs qúzaɧ (aqwās qúzaɧ),قوْس قُزح (أقْواس قُزح),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-48.mp3
wind,háwa,هَوا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-49.mp3
It’s windy.,háwa ʔáwi.,هَوا قَوي.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-50.mp3
to blow,"habb, yhíbb",هبّ، يْهبّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-51.mp3
snow,tálij,تلِج,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-52.mp3
It’s snowing.,3am títluj.,عم تِتْلُج.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-53.mp3
Does it snow where you’re from?,3am títluj 3índkun?,عم تِتْلُج عِنْدْكُن؟,
"Where I’m from, it snows a lot in the winter.",btítluj 3ínna b-iššiti ktīr.,بْتِتْلُج عِنّا بِالشِّتي كْتير.,
hail,bárad,برد,
It’s hailing.,3am tšáti bárad.,عم تْشتي برد.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-57.mp3
fog,ɖabāb,ضباب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-58.mp3
It’s foggy.,fī ɖabāb.,في ضباب.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-59.mp3
storm,3āʂfi (3awāʂif),عاصْفِة (عواصِف),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-60.mp3
There’s a windstorm. It’s stormy.,jjaww 3āʂif.,الجَّوّ عاصِف.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-61.mp3
There’s a rainstorm.,fī 3āʂfi múmʈira.,فيِه عاصْفِة مُمْطِرة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-62.mp3
"sandstorm, dust storm",3āʂfi turābíyyi,عاصْفِة تُرابية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-63.mp3
"hurricane, typhoon, cyclone",i3ʂār (a3āʂīr),إعْصار (أعاصير),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-64.mp3
tornado,i3ʂār qám3i,إعْصار قمْعي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-65.mp3
dust devil,zūb3a (zawēbi3),زَوْبْعة (زَوابِع),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-66.mp3
the eye of the storm,márkaz ilʔi3ʂār,مرْكز الاِعْصار,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-67.mp3
lightning,báriʔ,برِق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-68.mp3
There was a flash of lightning.,kēn fī báriʔ.,كان في برِق.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-69.mp3
Lightning struck the tree.,ilbáriʔ ɖárab iššájra.,البرِق ضرب الشّجْرة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-70.mp3
thunder,rá3id,رعِد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-71.mp3
The thunder woke me up last night.,ʂōt irrá3id fayyáʔni mbēriɧ b-illēl.,صوْت الرّعِد فيّقْني مْبارِح بِاللّيْل.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-72.mp3
weather forecast,tawaʔʔu3āt ijjaww,توقُّعات الجّوّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-73.mp3
What’s the forecast for tomorrow?,šū tawaʔʔu3āt ijjaww búkra?,شو توقُّعات الجّوّ بُكْرا؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-74.mp3
Do you think it’s going to rain?,áwlak ɧatšáti?,أَوْلك حتْشتي؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-75.mp3
It looks like (it’s going to) rain.,šákla ɧatšáti.,شكْلا حتْشتي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-76.mp3
We’re expecting a storm.,níɧna mitwaʔʔ3īn 3āʂfi.,نِحْنا مِتْوقّْعين عاصْفِة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-77.mp3
climate,munēx,مُناخ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-78.mp3
"arid, dry",jēff,جافّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-79.mp3
"arid, dry",nēšif,ناشِف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-80.mp3
humid,rúʈib,رُطِب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-81.mp3
tropical,istiwāʔi,اِسْتِوائي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-82.mp3
The weather is quite changeable.,jjaww byitɣáyyar.,الجَّوّ بْيِتْغيّر.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-83.mp3
drought,jafēf,جفاف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-84.mp3
flood,fayaɖān,فَيَضان,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav42-85.mp3
