english,transliteration,arabic,audioUrl
They’ve never been to Egypt.,wála márra rāɧu 3a máʂir.,وَلا مرّة راحو ع مصِر.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-34.mp3
usually,bi-l3ādi,بِالعادِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-35.mp3
"I usually go to work by car, but I sometimes walk.",bi-l3ādi brūɧ 3a-ššíɣil b-issayyāra bass fī awʔāt brūɧ máši.,بِالعادِة بْروح عالشِّغِل بِالسّيّارة بسّ في أَوْقات بْروح مشي.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-36.mp3
often,áktar ilwáʔit,أكْتر الوَقِت,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-37.mp3
I often see him at the café.,áktar ilwáʔit bšūfu b-ilkāfē.,أكْتر الوَقِت بْشوفو بِالكافيْه.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-38.mp3
somehow,kīf mā bá3rif [lit. I don't know how],كيف ما بعْرِف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-39.mp3
The cat somehow got in the house.,"libsēni fētit 3a-lbēt, kīf mā bá3rif.",الِبْسيْنِة فاتِت عالبيْت، كيف ما بعْرِف.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-40.mp3
very,ktīr __,كْتير__,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-41.mp3
very good,ktīr mnīɧ,كْتير مْنيح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-42.mp3
__ enough,__ mnīɧ,__ مْنيح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-43.mp3
big enough,kbīr mnīɧ,كْبير مْنيح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-44.mp3
"too __; too much, too many",__ ktīr,__ كْتير,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-45.mp3
"too __; too much, too many",__ zyēdi 3an illuzūm,__ زْيادِة عن اللُّزوم,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-46.mp3
too big,kbīr zyēdi 3an illuzūm,كْبير زْيادِة عن اللُّزوم,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-47.mp3
too much money,maʂāri ktīr,مصاري كْتير,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-48.mp3
too many people,3ālam ktīr,عالم كْتير,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-49.mp3
well,mnīɧ,مْنيح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-50.mp3
You speak Arabic well.,btíɧki 3árabi mnīɧ.,بْتِحْكي عربي مْنيح.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-51.mp3
still; (not) yet),ba3d,بعْد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-52.mp3
I’m still hungry.,bá3dni jū3ān.,بعْدْني جُعان.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-53.mp3
He isn’t here yet.,ba3d mā wúʂil.,بعْد ما وِصِل.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-55.mp3
already,min ʔábil,مِن قبِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-56.mp3
I already told you!,ʔiltílak min ʔábil.,قِلْتِلك مِن قبِل.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-57.mp3
I’ve already eaten lunch.,akálit u xalláʂit.,أكلِت وخلّصِت.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-58.mp3
just,min šwayy,مِن شْوَيّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-59.mp3
just,mā yálli šī,ما يَلّي شي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-60.mp3
I just ate.,hállaʔ akálit mā yálli šī.,هلّق أكلِت ما يَلّي شي.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-62.mp3
inside,júwwa,جُوّا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-63.mp3
It’s hot today. Let’s stay inside.,lyōm šōb. xallīna júwwa.,اليوْم شوْب. خلّينا جُوّا.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-64.mp3
outside,bárra,برّا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-65.mp3
Let’s sit outside.,xallīna níʔ3ud bárra.,خلّينا نِقْعُد برّا.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-66.mp3
"abroad, overseas",bárra lbálad,برّا البلد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-67.mp3
He lives abroad.,3āyiš bárra ilbálad.,عايِش برّا البلد.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-68.mp3
I’m going abroad next week.,msēfar bárra lbálad lʔusbū3 ijjēy.,مْسافر برّا البلد الأسْبوع الجّاي.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-69.mp3
Come upstairs!,ʈlā3 la-fōʔ!,طْلاع لفوْق!,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-71.mp3
upstairs,fōʔ,فوْق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-70.mp3
downstairs,táɧit,تحِت,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav52-72.mp3
