english,transliteration,arabic,audioUrl
"clear, obvious",wāɖiɧ,واضِح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-18.mp3
His answer was very clear.,jawēbu kēn ktīr wāɖiɧ.,جَوابو كان كْتير واضِح.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-19.mp3
clean,nɖīf,نْضيف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-20.mp3
unclear,miš wāɖiɧ,مِش واضِح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-21.mp3
dirty,wísix,وِسِخ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-22.mp3
heavy,tʔīl,تْقيل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-23.mp3
light,xafīf (xfēf),خفيف (خْفاف),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-24.mp3
ready,jēhiz,جاهِز,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-25.mp3
Are you ready yet?,ínta jēhiz aw ba3d?,إنْتَ جاهِز أوْ بعْد؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-26.mp3
I’m ready!,ána jēhiz!,أنا جاهِز!,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-27.mp3
(person) right,má3uɧaʔʔ,معو حقّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-28.mp3
"Yes, you’re right!","ʂaɧɧ, má3ak ɧaʔʔ.",صحّ معك حقّ.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-29.mp3
(person) wrong,ɣilʈān,غِلْطان,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-30.mp3
I think you’re wrong (about that).,bi3tíʔid ínnak ɣilʈān.,بِعْتِقِد إنّك غِلْطان.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-31.mp3
slow,baʈīʔ,بطيء,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-32.mp3
"fast, quick",sarī3,سريع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-33.mp3
hot,sēxin,ساخِن,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-34.mp3
warm,dēfi,دافي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-35.mp3
"cool, cold",bárid,برِد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-36.mp3
famous,mašhūr,مشْهور,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-36b.mp3
independent,mustaʔíll,مُسْتقِلّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-37.mp3
busy,mašɣūl,مشْغول,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-38.mp3
"empty; (person) available, free",fāɖi,فاضي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-39.mp3
Are you free tomorrow?,búkra fāɖi?,بُكْرة فاضي؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-40.mp3
full,milyān,مِلْيان,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-41.mp3
useful,mufīd,مُفيد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-42.mp3
useless,mā ílu lzūm,ما إلو لْزوم,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-43.mp3
"careful, cautious",ɧarīʂ,حريص,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-44.mp3
careless,múhmil,مُهْمِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-45.mp3
absent-minded,šērid,شارِد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-46.mp3
open,maftūɧ,مفْتوح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-47.mp3
closed,maʔfūl,مقْفول,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-48.mp3
wet,mbállal,مْبلّل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-49.mp3
dry,nēšif,ناشِف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-50.mp3
quiet,rēyiʔ,رايِق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-51.mp3
noisy,ɖájji [invar.],ضجِّة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-52.mp3
rough,xíšin,خِشِن,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-53.mp3
smooth,nē3im,ناعِم,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-54.mp3
narrow; tight,ɖáyyiʔ,ضيِّق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-55.mp3
wide; loose,wēsi3,واسِع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-56.mp3
dark,mí3tim,مِعْتِم,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-57.mp3
"bright, light",mnáwwar,مْنوّر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-58.mp3
sharp,ɧādd,حادّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-59.mp3
blunt,miš ɧādd,مِش حادّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-60.mp3
additional,iɖāfi,إضافي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-61.mp3
the same __,nafs il-__,نفْس الـ__,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-62.mp3
similar,mítil bá3iɖ,مِتِل بعِض,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-63.mp3
different,ɣēr,غيْر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-64.mp3
"possible; probable, likely",ma3ʔūl,معْقول,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-65.mp3
impossible,mustaɧīl,مُسْتحيل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav56-66.mp3
