english,transliteration,arabic,audioUrl
to become thirsty,"3íʈiš, yí3ʈaš",عِطِش، يِعْطش,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-21.mp3
thirst,3áʈaš,عطش,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-22.mp3
"full, satiated",šib3ān,شِبْعان,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-23.mp3
to become full,"šíbi3, yíšba3",شِبِع، يِشْبع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-24.mp3
"Thanks, I’m full.","šúkran, šbí3it.",شُكْراً، شْبِعِت.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-25.mp3
to taste,"dāʔ, ydūʔ",داق، يدوق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-26.mp3
Taste the soup. Does it need salt?,"dūʔ iššūrba, bádda míliɧ?",دوق الشّورْبة، بدّا مِلِح؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-27.mp3
"delicious, tasty",ʈáyyib,طيِّب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-28.mp3
taste,ʈá3mi,طعْمِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-29.mp3
I don’t like how it tastes.,mā 3ájbitni ʈá3mita.,ما عجْبِتْني طعْمِتا.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-30.mp3
The milk tastes funny.,ʈá3mit ha-llában ɣarībi.,طعْمِة هالْلبن غريبِة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-31.mp3
to go bad,"ntáza3, yíntizi3",نْتزع، يِنْتِزِع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-32.mp3
The milk has gone bad.,llában ntáza3.,اللّبن نْتزع.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-33.mp3
"to expire, be past its expiration date",xílʂit [55] míddita,خِلْصِت مِدِّتا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-34.mp3
The milk is past its expiration date.,xílʂit míddit ilɧalīb.,خِلْصِت مِدِّة الحليب.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-35.mp3
to rot,"3áffan, y3áffin",عفّن، يْعفِّن,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-36.mp3
fresh,ʈāza,طازة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-37.mp3
stale,bēyit,بايِت,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-38.mp3
bland,xafīf,خفيف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-39.mp3
salty,mēliɧ,مالِح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-40.mp3
How does the soup taste? It’s a little salty.,šū ráʔyak b-iššūrba?,شو رأْيك بِالشّورْبة؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-41.mp3
sweet,ɧílu,حِلو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-42.mp3
sour,mizz,مِزّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-43.mp3
bitter,murr,مُرّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-44.mp3
spicy,ɧarr,حرّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-45.mp3
I don’t like spicy food.,mā bɧibb ilʔákil ilɧarr.,ما بْحِبّ الأكِل الحرّ.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-46.mp3
pungent,ɧādd,حادّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-47.mp3
"healthy, healthful",ʂúɧɧi,صُحّي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-48.mp3
good for you,mnīɧ la-ʂúɧɧtak,مْنيح لصُحّْتك,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-49.mp3
unhealthy,mánnu ʂúɧɧi,منّو صُحّي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-50.mp3
bad for you,muɖírr la-ʂúɧɧtak,مُضِرّ لصُحّْتك,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-51.mp3
Potato chips are really bad for you.,ilbaʈāʈa tšips muɖírr la-ʂúɧɧtak.,البطاطا شيبْس مُضِرّ لصُحّْتك.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-52.mp3
meal,wájbi,وجْبِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-53.mp3
breakfast,tirwīʔa,تِرْويقة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-54.mp3
to have breakfast,"tráwwaʔ, yitráwwaʔ",تْروّق، يِتْروّق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-55.mp3
lunch,ɣáda,غدا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-56.mp3
to have lunch,"tɣádda, yitɣádda",تْغدّى، يِتْغدّى,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-57.mp3
dinner,3áša,عشا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-58.mp3
to have dinner,"t3ášša, yit3ášša",تْعشّى، يِتْعشّى,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-59.mp3
a snack,wájbi xafīfi,وَجْبِة خفيفِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-60.mp3
to have a snack,ákal wájbi xafīfi,أكل وَجْبِة خفيفِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-61.mp3
"If I feel hungry, I just have a small snack.",lámma jū3 bēkul wájbi xafīfi.,لمّا جوع باكُل وَجْبِة خفيفِة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-62.mp3
water,māy,ماي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-63.mp3
ice,tálij,تلِج,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-64.mp3
"Can I have a glass of water, please?",fīni āxud kibbēyit māy plīz?,فيني آخُد كِبّاية ماي بْليز؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-65.mp3
mineral water,māy ma3daníyyi,ماي معْدنية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-66.mp3
juice,3aʂīr,عصير,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-67.mp3
orange juice,3aʂīr lēmūn,عصير ليْمون,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-68.mp3
"soda, carbonated drink",mašrūb ɣāzi,مشْروب غازي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-69.mp3
cola,kōlā,كوْلا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-70.mp3
Would you like some cola?,báddak šwayyi kōlā?,بدّك شْويِّة كولا؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-71.mp3
Pepsi,pépsi,بيبْسي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-72.mp3
Diet Pepsi,pépsi dāyit,بيبْسي دايِت,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-73.mp3
"Coke, Coca Cola",kōkā kōlā,كوْكا كوْلا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-74.mp3
Diet Coke,kōkā kōlā dāyit,كوْكا كوْلا دايِت,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-75.mp3
can,tánki,تنْكِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-76.mp3
There’s a can of cola in the fridge.,fi tánkit kōlā b-ilbirād.,في تنْكِة كوْلا بِالبِراد.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-77.mp3
bottle,anīni,أنينِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-78.mp3
glass,kibbēyi,كِبّاية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-79.mp3
cup,finjēn (fanajīn),فِنْجان (فناجين),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-80.mp3
mug,mag,ماغ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-81.mp3
coffee,ʔáhwi,قهْوِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-82.mp3
espresso,isprésso,إسْبْرسّو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-83.mp3
Turkish coffee,ʔáhwi tirkíyyi,قهْوِة تِرْكية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-84.mp3
How would you like your coffee?,šū ʔáhūtak?,شو قهوتك؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-85.mp3
without sugar (lit. bitter),múrra,مُرّة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-86.mp3
with little sugar,síkkar ʔalīl,سِكّر قليل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-87.mp3
medium-sweet,wásaʈ,وَسط,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-88.mp3
sweet,ɧílwi,حِلْوِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-89.mp3
coffee beans,binn ʔáhwi,بِنّ قهْوِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-90.mp3
instant coffee,ʔáhwi ʂabb,أهْوِة صبّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-91.mp3
tea,šāy,شاي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-92.mp3
alcohol,kuɧūl,كُحول,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-93.mp3
beer,bīra,بيرة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-94.mp3
wine,nbīd,نْبيد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-95.mp3
red wine,nbīd áɧmar,نْبيد أحْمر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-96.mp3
white wine,nbīd ábyaɖ,نْبيد أبْيَض,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-97.mp3
drunk,sakrān,سكْران,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-98.mp3
to get drunk,"síkir, yískar",سِكِر، يِسْكر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-99.mp3
tipsy,sikrān šwayy,سِكْران شْويّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-100.mp3
to drink and drive,sāʔ [13] u húwwi sikrān,ساق وهُوِّ سِكْران,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-101.mp3
Cheers!,ʂúɧɧtak!,صُحّْتك!,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-102.mp3
dairy products,lábni u jíbni,لبْنِة وجِبْنِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-103.mp3
milk,ɧalīb,حليب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-104.mp3
yoghurt,lában,لبن,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-105.mp3
butter,zíbdi,زِبْدِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-106.mp3
ice cream,būʐa,بوظة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-107.mp3
Eat your ice cream before it melts.,kūl ilbūʐa ʔábil mā tdūb.,كول البوظة قبِل ما تْدوب.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-108.mp3
cream,ʔášʈa,قشْطة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-109.mp3
margarine,sámni nabētíyyi,سمْنِة نباتية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-110.mp3
cheese,jíbni,جِبْنِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-111.mp3
Areesh cheese (similar to cottage cheese or Ricotta),ʔarīši,قريِشِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-112.mp3
"Cheddar cheese (semi-hard, sharp, yellow cheese)",tšédir,تْشيدِر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-113.mp3
"Domiati cheese (soft, white, salty cheese)",jíbni bēɖa,جِبْنِة بَيْضة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-114.mp3
"Halloumi cheese (semi-hard, unripened cheese made from goat milk)",jíbni ɧalūm,جِبْنِة حلوم,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-115.mp3
Istanbuli cheese (feta cheese),jíbni sʈanbūli,جِبْنِة اسْطنْبولي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-116.mp3
"Romy cheese (a sharp, pungent, hard cheese)",jíbni rūmi,جِبْنِة رومي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-117.mp3
"junk food, fast food",fast fūd,فاسْت فود,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-118.mp3
pizza,pīdza,بيتْزا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-119.mp3
hamburger,hambírgir,همْبِرجِر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-120.mp3
chewing gum,3ílki,عِلْكِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-121.mp3
to chew gum,"3álak 3ílki, yá3luk 3ílki",علك عِلْكِة، يعْلُك عِلْكِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-122.mp3
chocolate,šōkōlā,شوْكوْلا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-123.mp3
Dark chocolate is better for you than milk chocolate.,ššōkōlā lɣāmʔa aɧsánlak min iššōkōlā b-ɧalīb.,الشّوكولا الغامْقة أحْسنْلك مِن الشّوْكوْلا بْحليب.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-124.mp3
potato chips,tšips,شيبْس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-125.mp3
"pastries, sweets",ɧílu,حِلو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-126.mp3
candy,bōnbōn,بوْنْبوْن,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-127.mp3
cotton candy,ɣázal lbanēt,غزل البنات,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-128.mp3
"cookie, wafer, cracker",biskwī,بِسْكْوي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-129.mp3
cake,kēk,كايْك,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-130.mp3
pie,fʈīra (faʈāyir),فْطيرة (فطايِر),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-131.mp3
baklava (syrupy layers of phyllo pastry),baʔlēwa,بقْلاوَة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-132.mp3
basboosa (syrupy semolina cake),basbūsi,بسْبوسِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-133.mp3
kunafeh (syrupy fried cheese pastry),knēfi‎,كْنافِة‎,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-134.mp3
luqmat al-qadi (syrupy deep-fried dough balls),líʔmit ilʔāɖi,لِقْمِة القاضي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-135.mp3
qatayef (sweet dumpling with nuts and cream),ʔʈāyif,قطايِف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-136.mp3
rice pudding,rizz b-lában,رِزّ بْلبن,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-137.mp3
vegetable,xúɖra (xuɖār),خُضْرة (خُضار),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-138.mp3
asparagus,halyūn,هلْيون,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-139.mp3
"bean, green bean",fāʂūlyā,فاصولْيا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-140.mp3
beet(root),šmándar,شْمنْدر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-141.mp3
"broad bean, fava bean",fūl,فول,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-142.mp3
broccoli,brōkulī,بْروكُلي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-143.mp3
cabbage,malfūf,ملْفوف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-144.mp3
"capsicum, sweet pepper, bell pepper",flēfli ɧílwi,فْليْفْلِة حِلْوِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-145.mp3
carrot,jázar,جزر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-146.mp3
cauliflower,ʔarnabīʈ,قرْنبيط,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-147.mp3
celery,krāfs,كْرافْس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-148.mp3
chickpea,ɧúmmuʂ,حُمُّص,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-149.mp3
chili pepper,fílful ɧarr,فِلْفُل حرّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-150.mp3
cucumber,xyār,خْيار,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-151.mp3
"eggplant, aubergine",batinjēn,بتِنْجان,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-152.mp3
garlic,tūm,توم,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-153.mp3
green onion,báʂal áxɖar,بصل اخْضر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-154.mp3
mushroom,fúʈur,فُطُر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-155.mp3
okra,bēmyi,بامْية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-156.mp3
olive,zētūn,زيْتون,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-157.mp3
onion,báʂal,بصل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-158.mp3
pea,bāzillā,بازِلّا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-159.mp3
potato,baʈāʈā,بطاطا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-160.mp3
radish,fíjil,فِجِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-161.mp3
spinach,sbēniɣ,سْبانِغ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-162.mp3
sweet potato,baʈāʈā ɧílwi,بطاطا حِلْوِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-163.mp3
tomato,banadūra,بندورة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-164.mp3
turnip,lífit,لِفِت,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-165.mp3
"zucchini, courgette",kūsa,كوسة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-166.mp3
salad,sálaʈa,سلطة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-167.mp3
salad dressing,ʂōʂ sálaʈa,صوْص سلطة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-168.mp3
Caesar salad,sálaʈit sīzar,سلطِة سيزر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-169.mp3
chickpea salad,sálaʈit ɧúmmuʂ,سلطِة حُمُّص,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-170.mp3
green salad,sálaʈit xúɖra,سلطِة خُضْرة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-171.mp3
potato salad,sálaʈit baʈāʈā,سلطِة بطاطا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-172.mp3
tahini salad,sálaʈit ʈɧīni,سلطِة طْحينِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-173.mp3
fattoush,fattūš,فتّوش,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-174.mp3
tabouli,tabūli,تبولِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-175.mp3
fruit,fēkha (fawēkih),فاكْهة (فَواكِه),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-176.mp3
apple,tiffēɧ,تِفّاح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-177.mp3
apricot,múšmuš,مُشْمُش,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-178.mp3
banana,mōz,موْز,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-179.mp3
berry,tūt,توت,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-180.mp3
blueberry,tūt ázraʔ,توت أزْرق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-181.mp3
cherry,káraz,كرز,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-182.mp3
date,bálaɧ,بلح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-183.mp3
fig,tīn,تين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-184.mp3
grape,3ínab,عِنب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-185.mp3
grapefruit,grēp frūt,غْرايْب فْروت,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-186.mp3
lemon,lēmūn ɧāmuɖ,ليْمون حامُض,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-187.mp3
mango,mánga,منْغة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-188.mp3
orange,lēmūn,ليْمون,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-189.mp3
peach; plum,xōx,خوْخ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-190.mp3
pear,njāʂ,نْجاص,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-191.mp3
pineapple,anānās,أناناس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-192.mp3
pomegranate,rimēn,رِمان,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-193.mp3
raspberry,tūt áɧmar,توت أحْمر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-194.mp3
strawberry,frēz,فْريْز,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-195.mp3
tangerine,afándi,أفنْدي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-196.mp3
"nut, hazelnut",bínduʔ,بِنْدُق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-197.mp3
almond,lōz,لوْز,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-198.mp3
coconut,jōz ilhínid,جوْز الهِنِد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-199.mp3
peanut,físʈuʔ,فِسْطُق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-200.mp3
peanut butter,zíbdit fūl sūdāni,زِبْدِة فول سوداني,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-201.mp3
walnut,jōz,جوْز,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-202.mp3
mixed nuts,maxlūʈa,مخْلوطة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-203.mp3
fresh herbs,a3šēb,أعْشاب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-204.mp3
"dry herbs, spices, condiments",bahārāt,بهارات,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-205.mp3
aniseed,yinsūn,يِنْسون,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-206.mp3
basil,rīɧān,ريحان,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-207.mp3
black pepper,fílful áswad,فِلْفُل أسْوَد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-208.mp3
chives,tūm m3ámmar,توم مْعمّر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-209.mp3
cinnamon,ʔírfi,قِرْفِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-210.mp3
cumin,kamūn,كمون,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-211.mp3
curry (powder),kāri,كاري,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-212.mp3
ginger,zanjabīl,زنْجبيل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-213.mp3
nutmeg,jōz ʈīb,جوْز طيب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-214.mp3
oregano,ōrīgānō,أوْريغانوْ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-215.mp3
parsley,baʔdūnis,بقْدونِس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-216.mp3
