english,transliteration,arabic,audioUrl
"deer, gazelle",ɣazēli (ɣizlēn),غزالِة (غِزْلان),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-17.mp3
elephant,fīl (fíyala),فيل (فِيلة),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-18.mp3
fox,tá3lab (ta3ālib),تعْلب (تعالِب),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-19.mp3
giraffe,zarāfi,زرافِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-20.mp3
hippopotamus,fáras náhir (ʔafrās náhir),فرس نهِر (أفْراس نهِر),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-21.mp3
kangaroo,kangārū,كنْغارو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-22.mp3
koala,kuwālā,كُوالا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-23.mp3
leopard,nímir,نِمِر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-24.mp3
lion,ásad (ʔsūd),أسد (أْسود),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-25.mp3
mouse; rat,fāra (fīrān),فارة (فيران),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-26.mp3
polar bear,dibb ʔúʈbi,دِبّ قُطْبي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-28.mp3
rabbit,árnab (arānib),أرْنب (أرانِب),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-29.mp3
rhinoceros,waɧīd ilʔírin,وَحيد القِرِن,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-29b.mp3
skunk,ʐurbēn,ظُرْبان,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-30.mp3
squirrel,sinjēb (sanajīb),سِنْجاب (سناجيب),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-31.mp3
tiger,nímir (nmūra),نِمِر (نْمورة),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-32.mp3
wolf,zíʔib (zʔēb),زِئِب (زْئاب),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-33.mp3
seal,fáʔmi (fáʔam),فقْمِة (فقم),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-34.mp3
sealion,ásad báɧir (ʔsūd báɧir),أسد بحِر (أْسود بحِر),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-35.mp3
dolphin,dōlfīn,دوْلْفين (دلافين),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-36.mp3
whale,ɧūt (ɧītēn),حوت (حيتان),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-37.mp3
bird,ʈēr (ʈyūr),طيْر (طْيور),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-38.mp3
canary,kanār,كنار,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-39.mp3
"crow, raven",ɣurāb,غُراب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-40.mp3
"dove, pigeon",ɧamēmi,حمامِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-41.mp3
"eagle, condor, vulture",nísir,نِسِر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-42.mp3
"hawk, falcon",ʂáʔir (ʂʔūr),صقِر (صْقور),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-43.mp3
ostrich,na3āmi,نعامِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-44.mp3
parrot,babaɣāʔ,ببغاء,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-45.mp3
peacock,ʈāwūs (ʈawāwīs),طاووس (طواويس),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-46.mp3
penguin,baʈrīq (baʈāriq),بطْريق (بطارِق),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-47.mp3
seagull,náwras (nawēris),نوْرس (نوارِس),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-48.mp3
"small bird (sparrow, finch, etc.)",3aʂfūr (3ʂāfīr),عصْفور (عْصافير),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-49.mp3
stork,liʔlāʔ (laʔēliʔ),لِقْلاق (لقالِق),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-50.mp3
swallow,sunūnū (sunūnuwēt),سُنونو (سُنونُوات),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-51.mp3
swan,báj3a,بجْعة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-52.mp3
reptiles,zawēɧif [pl.],زَواحِف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-53.mp3
cobra,kōbra,كوبْرا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-54.mp3
crocodile,timsāɧ (tamēsīɧ),تِمْساح (تماسيح),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-55.mp3
lizard,siɧlíyyi (saɧālī),سِحْلية (سحالي),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-56.mp3
snake,ɧáyyi (ɧayēya),حيِّة (حَيايا),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-57.mp3
snake,ta3bān (ta3ābīn),تعْبان (تعابين),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-58.mp3
"turtle, tortoise",zílɧafi (zalēɧif),زِلْحفِة (زلاحِف),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-59.mp3
frog,ɖífɖa3 (ɖafāɖi3),ضِفْضع (ضفاضِع),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-60.mp3
fish,sámak,سمك,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-61.mp3
shark,ʔíriš,قِرِش,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-62.mp3
jellyfish,ʔindīl báɧir,قِنْديل بحِر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-63.mp3
"insect, bug",ɧášara,حشرة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-64.mp3
ants,námil,نمِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-65.mp3
bees,náɧil,نحِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-66.mp3
A bee stung me.,náɧli ʔarʂítni.,نحْلِة قرْصِتْني.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-67.mp3
bee-sting,ʔárʂit náɧli,قرْصِة نحْلِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-68.mp3
beehive,xálíyyit náɧil,خلية نحِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-69.mp3
beetle,xúnfusi (xanēfis),خُنْفُسِة (خنافِس),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-70.mp3
butterfly,farāši,فراشِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-71.mp3
cockroach; cricket,ʂarʂūr (ʂarāʂīr),صرْصور (صراصير),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-72.mp3
flea,barɣūt (barāɣīt),برْغوت (براغيت),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-73.mp3
flies,dibbēn,دِبّان,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-74.mp3
"grasshopper, locust",jarād,جراد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-75.mp3
lice,ʔámil,قمِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-76.mp3
The child has head lice.,lwálad mʔámmal.,الوَلد مْقمّل.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-77.mp3
mosquito,báriɣši (bárɣaš),برِغْشِة (برْغش),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-78.mp3
mosquito bite,ʔárʂit bárɣaš,قرْصِة برْغش,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-79.mp3
A mosquito bit me.,ʔárʂitni báriɣši.,قرْصِتْني برِغْشِة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-80.mp3
moth,3íti,عِتِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-81.mp3
scorpion,3áʔrab (3aʔārib),عقْرب (عقارِب),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-82.mp3
snail,ɧalazōn,حلزوْن,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-83.mp3
spider,3ankabūt (3anēkib),عنْكبوت (عناكِب),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-84.mp3
spider web,šábakit 3ankabūt,شبكِة عنْكبوت,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-85.mp3
I’m afraid of spiders.,ána bxāf min il3anēkib.,أنا بْخاف مِن العناكِب.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-86.mp3
wasp,dabbūr (dabābīr),دبّور (دبابير),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-87.mp3
worm,dūd,دود,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-88.mp3
"beak, bill",minʔār (manāʔīr),مِنْقار (مناقير),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-89.mp3
"claw, talon",máxlab (maxālib),مخْلب (مخالِب),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-90.mp3
feathers,rīš,ريش,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-91.mp3
fur,fáru,فرو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-92.mp3
"horn, antler",ʔárin (ʔrūn),قرِن (قْرون),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-93.mp3
"feeler, antenna",ʔárin ilɧášra,قرِن الحشْرة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-94.mp3
"paw, leg",ríjil (rijlēn),رِجِل (رِجْليْن),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-95.mp3
tail,dánab (dnēb),دنب (دْناب),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-96.mp3
"udder, teats",ɖrū3,ضْروع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-97.mp3
wing,jnēɧ (ájniɧa),جْناح (أجْنِحة),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav43-98.mp3
