english,transliteration,arabic,audioUrl
Have you found a job yet?,lāʔēt šíɣil wálla bá3d?,لاقيْت شِغِل وَلّا بعْد؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-20.mp3
to obtain employment,"twáʐʐaf, yitwáʐʐaf",تْوظّف، يِتْوظّف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-21.mp3
to employ,"wáʐʐaf, ywáʐʐif",وَظّف، يْوَظِّف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-22.mp3
employee,mwáʐʐaf,مْوَظّف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-23.mp3
employer,ʂāɧib šíɣil (aʂɧāb šíɣil),صاحِب شِغِل (أصْحاب شِغِل),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-24.mp3
"boss, manager",mudīr,مُدير,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-25.mp3
"colleague, coworker",zamīl (zúmala),زميل (زُملا),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-26.mp3
company,šírki,شِرْكِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-27.mp3
to start work,bállaš [55] šíɣil,بلّش شِغِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-28.mp3
to take a break,áxad [55] brēk,أخد بْرايْك,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-29.mp3
lunch break,brēk ilɣáda,بْرايْك الغدا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-30.mp3
"to finish work, get off work","xállaʂ šíɣil, yxálliʂ šiɣil",خلّص شِغِل، يْخلِّص شِغِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-31.mp3
to work overtime,štáɣal ōvir tāym,اشْتغل اوفِر تايْم,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-32.mp3
working hours,dawēm,دَوام,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-33.mp3
I work eight hours a day.,ána bištíɣil dawēm tmin sē3āt kill yōm.,أنا بِشْتِغِل دَوام تْمِن ساعات كِلّ يوْم.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-34.mp3
day shift,dawēm b-innahār,دَوام بِالنّهار,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-35.mp3
"night shift, graveyard shift",dawēm b-illēl,دَوام بالْليْل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-36.mp3
I work the night shift.,ána bištíɣil dawēm lēli.,أنا بِشْتِغِل دَوام ليْلي.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-37.mp3
I'm off work.,mā 3am íštiɣil.,ما عم إشْتِغِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-38.mp3
I have weekends off.,ána fāɖi ēxir ilʔusbū3.,أنا فاضي آخِر الأُسْبوع.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-39.mp3
office,máktab (mkētib),مكْتب (مْكاتِب),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-40.mp3
office worker,mwáʐʐaf máktabi,مْوَظّف مكْتبي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-41.mp3
company representative,mandūb šírki,منْدوب شِرْكِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-42.mp3
to stay late at the office,"tʔáxxar b-ilmáktab, yitʔáxxar b-ilmáktab",تْأخّر بِالمكْتب، يِتْأخّر بِالمكْتب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-43.mp3
to go on a business trip,sēfar [24] fi ríɧlit šíɣil,سافر في رِحْلِة شِغِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-44.mp3
to have a meeting,3índu ijtimā3,عِنْدو اِجْتِماع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-45.mp3
client,3amīl (3úmala),عميل (عُملا),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-46.mp3
to earn (money); get paid,"ʔábaɖ, yíʔbaɖ",قبض، يِقْبض,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-47.mp3
"wage, pay",dáf3a,دفْعة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-48.mp3
salary,ma3āš,معاش,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-49.mp3
My salary is just okay.,ma3āši maʔbūl.,معاشي مقْبول.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-50.mp3
payday,yōm ilʔábiɖ,يوْم القبِض,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-51.mp3
I get paid on the first of the month.,ána bíʔbaɖ áwwal iššáhir.,أنا بِقْبض أوّل الشّهِر.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-52.mp3
"bonus, incentive",bōnis,بوْنِس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-53.mp3
"bonus, incentive",ɧāfiz (ɧawēfiz),حافِز (حوافِز),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-54.mp3
pay raise,záwdi,زَوْدِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-55.mp3
to get a raise,áxad [55] záwdi,أخد زَوْدِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-56.mp3
to give __ a raise,3áʈa [55] __ záwdi 3ála lma3āš,عطى __ زَوْدِة على المعاش,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-57.mp3
promotion,tárʔyi,ترْقْيِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-58.mp3
to get promoted,"tráʔʔa, yitráʔʔa",تْرقّى، يِتْرقّى,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-59.mp3
I got a promotion this month.,ána traʔʔēt ha-ššáhir.,أنا اتْرقّيْت هالشّهِر.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-60.mp3
"unemployed, jobless",3āʈil 3an il3ámal,عاطِل عن العمل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-61.mp3
unemployment,3aʈāli,عطالِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-62.mp3
to resign,"staʔāl, yistaʔīl",سْتقال، يِسْتقيل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-63.mp3
to quit one’s job,tárak [55] iššiɣil,ترك الشِغِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-64.mp3
"to lay off, make redundant","stáɣna 3an, yistáɣni 3an",سْتغْنى عن، يِسْتغْنِي عن,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-65.mp3
to fire,"ʈárad, yúʈrud",طرد، يُطْرُد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-66.mp3
to get fired,"nʈárad min šíɣlu, yinʈúrid min šíɣlu",نْطرد مِن شِغْلو،يِنْطُرِد مِن شِغْلو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-67.mp3
to retire,"tqā3ad, yitqā3ad",تْقاعد، يِتْقاعد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-68.mp3
pension,ta3wīɖ,تعْويِض,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-69.mp3
(age of) retirement,sinn ittaqā3ud,سِنّ التّقاعُد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-70.mp3
I hope to retire when I’m sixty.,bitmánna itqā3ad lámma ʂīr sittīn.,بِتْمنّى إتْقاعد لمّا صير سِتّين.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-71.mp3
"trade, craft",ɧírfi (ɧíraf),حِرْفِة (حِرف),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-72.mp3
What do you do?,šū btištíɣil?,شو بْتِشْتِغِل؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-73.mp3
I’m a __. [job],ána __.,أنا __.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-74.mp3
I’m a __. [job],bištíɣil __.,بِشْتِغِل __.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-75.mp3
accountant,muɧāsib,مُحاسِب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-76.mp3
actor,mumássil,مُمثِّل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-77.mp3
architect,mhándis mi3māri,مْهنْدِس مِعْماري,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-78.mp3
artist,finnēn,فِنّان,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-79.mp3
athlete,riyāɖi,رِياضي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-80.mp3
baker,xabbāz,خبّاز,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-81.mp3
bank teller; banker,mwáʐʐaf bank,مْوَظّف بنْك,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-82.mp3
bank manager,mudīr bank,مُدير بنْك,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-83.mp3
barber,ɧallāʔ,حلّاق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-84.mp3
bus driver,šōfør bāʂ,شوْفور باص,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-85.mp3
butcher,laɧɧām,لحّام,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-86.mp3
carpenter,najjār,نجّار,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-87.mp3
cashier,muɧāsib,مُحاسِب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-88.mp3
chef,šēf,شيْف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-89.mp3
cleaner,3āmil naʐāfi,عامِل نظافِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-90.mp3
cook,ʈabbāx,طبّاخ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-91.mp3
customer service representative,mumássil xídmit il3úmala,مُمثِّل خِدْمِة العُملا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-92.mp3
dentist,doktōr snān,دُكْتوْر سْنان,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-93.mp3
doctor,doktōr (dakētra),دُكْتوْر (دكاتْرة),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-94.mp3
editor,muɧárrir,مُحرِّر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-95.mp3
electrician (repairman),kahrábji,كهْربْجي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-96.mp3
engineer,mhandis,مْهنْدِس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-97.mp3
farmer,fallēɧ,فلّاح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-98.mp3
fire fighter,iʈfāʔi,إطْفائي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-99.mp3
fisherman,ʂayyād sámak,صيّاد سمك,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-100.mp3
flight attendant,muɖīf,مُضيف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-101.mp3
garbage collector,zabbēl,زبّال,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-102.mp3
gardener,bistēni,بِسْتاني,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-103.mp3
hairdresser,kwāfør,كْوافير,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-104.mp3
imam,imēm,إمام,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-105.mp3
judge,ʔāɖi,قاضي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-106.mp3
laborer,3āmil (3umēl),عامِل (عُمال),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-107.mp3
lawyer,muɧāmi,مُحامي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-108.mp3
maid,xādmi,خادْمِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-109.mp3
mechanic,mīkānīki,ميكانيكي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-110.mp3
musician,mūsīqār,موسيقار,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-111.mp3
nurse,mumárriɖ,مُمرِّض,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-112.mp3
painter (of art),rassēm,رسّام,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-113.mp3
painter (house painter),dahhēn,دهّان,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-114.mp3
pharmacist,ʂáydali (ʂayādli),صَيْدلي (صَيادْلِة),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-115.mp3
pilot,ʈayyār,طيّار,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-116.mp3
plumber,3āmil adawēt ʂuɧɧíyyi,عامِل أدَوات صُحّية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-117.mp3
police officer,ɖābiʈ (ɖibbāʈ),ضابِط (ضِبّاط),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-118.mp3
politician,siyēsi,سِياسي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-120.mp3
priest,xūri,خوري,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-121.mp3
professor,istēz jēm3a,إسْتاذ جامْعة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-122.mp3
real estate agent,simsār (samēsra),سِمْسار (سماسْرة),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-123.mp3
repairman,mʂálliɧ,مْصلِّح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-124.mp3
sailor,baɧɧār,بحّار,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-125.mp3
salesperson,mandūb mabī3āt,منْدوب مبيعات,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-126.mp3
secretary,sikritēr,سِكْرِتيْر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-127.mp3
servant,xādmi,خادْمِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-128.mp3
shop assistant,bayyē3,بيّاع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-129.mp3
shopkeeper,xuɖárji,خُضرْجي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-130.mp3
soldier,3áskari (3asēkir),عسْكري (عساكِر),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-131.mp3
taxi driver,šōfør tēksi,شوْفور تاكْسي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-132.mp3
teacher,istēz,إسْتاذ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-133.mp3
technician,xabīr tíqani,خبير تِقني,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-134.mp3
travel agent,wakīl safariyēt (wúkala safariyēt),وكيل سفرِيات (وُكلا سفرِيات),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-135.mp3
veterinarian,doktōr báyʈari,دُكْتوْر بَيْطري,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-136.mp3
"waiter, waitress",garsōn,غرْسون,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-137.mp3
writer,kētib (kuttēb),كاتِب (كُتّاب),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav09-138.mp3
