english,transliteration,arabic,audioUrl
"to age, grow old","xátyar, yxátyir",ختْيَر، يْختْيِر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-40.mp3
"to age, grow old","3ájjaz, y3ájjiz",عجّز، يْعجِّز,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-41.mp3
Everyone gets old.,lkill bi3ájjiz.,الكِلّ بيعجِّز.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-42.mp3
childhood,ʈufūli,طُفولِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-43.mp3
in one’s childhood,b-ʈufūltu,بْطُفولْتو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-44.mp3
adolescence,murāhaqa,مُراهقة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-45.mp3
in one’s youth,b-šabēbu,بْشبابو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-46.mp3
old age,3úmur kbīr,عُمُر كْبير,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-47.mp3
birthday,3īd mīlēd,عيد ميلاد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-48.mp3
Happy Birthday! - Thank you!,kill síni u ínta b-xēr! - u ínta b-xēr!,كِلّ سِنِة وإنْتَ بْخيْر! - وإنْتَ بْخيْر.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-49.mp3
Happy Birthday! - Thank you!,mīlēd sa3īd! - šúkran!,ميلاد سعيد!- شُكْراً,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-50.mp3
Happy birthday and may you have many more!,kill síni u ínta b-xēr u 3aʔbēl ilmīt síni u nšālla yin3ād 3alēk.,كِلّ سِنِة وإنْتَ بْخيْر وعقْبال المية سِنِة وإنْشالله يِنْعاد عليْك.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-51.mp3
When is your birthday?,ēmata yōm mīlēdak?,أيْمتى يوْم ميلادك؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-52.mp3
My birthday is in May.,3īd mīlēdi b-ʔayyār.,عيد ميلادي بْأيّار.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-53.mp3
age,3úmur,عُمُر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-54.mp3
life span,ʈūl il3úmur,طول العُمُر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-55.mp3
all one’s life,kill ɧayātu,كِلّ حَياتو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-56.mp3
How old are you?,ʔaddē 3umrak?,قدّيْ عُمْرك؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-57.mp3
I’m 20 years old.,3úmri 3išrīn.,عُمْري عِشْرين.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-58.mp3
to turn __ years old,ʂār [55] __ síni,صار __ سِنِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-59.mp3
He’s turning twenty next week.,laɧ yʂīr 3úmru 3išrīn síni lʔusbū3 ijjēyi.,لح يْصير عُمْرو عِشْرين سِنِة الأُسْبوع الجّايِة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-60.mp3
a fifty-year-old woman,mára 3úmra xamsīn,مرا عُمْرا خمْسين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-61.mp3
When were you born?,ēmata xlíʔit?,أيْمتى خْلِقِت؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-62.mp3
When were you born?,ēmata wlídit?,أيْمتى وْلِدِت؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-63.mp3
I was born in 1980.,xlíʔit b-isínt alf u tisi3míyyi u tmēnīn.,خْلِقِت بْسِنْة ألْف وتِسِعْمية وتْمانين.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-64.mp3
"death, passing",mōt,موْت,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-65.mp3
"dead, deceased",máyyit (amwēt),ميِّت (أمْوات),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-66.mp3
to die,"mēt, ymūt",مات، يْموت,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-67.mp3
to pass away,"twáffa, yítwaffa",تْوَفّى، يِتْوَفّى,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-68.mp3
to pass away,xíliʂ [55] 3úmru,خِلِص عُمْرو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-69.mp3
"corpse, body",jísi (jísas),جِثِة (جِثث),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-70.mp3
funeral,jnēzi,جْنازِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-71.mp3
to bury,"dáfan, yídfun",دفن، يِدْفُن,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-72.mp3
coffin,tēbūt (tawābīt),تابوت (تَوابيت),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-73.mp3
cemetary,máʔbara (maʔābir),مقْبرة (مقابِر),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-74.mp3
grave; burial,ʔábur (ʔbūr),قبُر (قْبور),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-75.mp3
"gravestone, headstone",šēhid (šawēhid),شاهِد (شَواهِد),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-76.mp3
to mourn,"ɧízin, yíɧzan",حِزِن، يِحْزن,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-77.mp3
mourning,ɧiznēn,حِزْنان,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-78.mp3
period of mourning,ayyēm ittá3ziyyi,أيّام التّعْزية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav01-79.mp3
