english,transliteration,arabic,audioUrl
"to study, review",zākir [3s],ذاكِر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-91.mp3
He needs to study for the test.,lāzim yizākir li-lʔimtiɧān.,لازِم يِذاكِر لِلاِمْتِحان.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-92.mp3
homework,wāgib,واجِب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-93.mp3
to do homework,ɧall [1g3] ilwāgib,حلّ الواجِب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-94.mp3
to do homework,3amal [1s2] ilwāgib,عمل الواجِب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-95.mp3
"to check, revise, review",rāgi3 [3s] ilwāgib,راجِع الواجِب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-96.mp3
"essay, paper, composition",mawɖū3 ta3bīr,مَوْضوع تعْبير,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-97.mp3
The students have to write an essay about a historical event.,iʈʈálaba -lmafrūɖ yiktíbu mawɖū3 ta3bīr 3an ɧádas tarīxi.,الطّلبُه المفْروض يِكْتِبوا مَوْضوع تعْبير عن حدث تاريخي.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-98.mp3
teacher,mudárris,مُدرِّس,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-99.mp3
"Good morning, teacher!","ȿabāɧ ilxēr, ya ʔustāz!",صباح الخيْر، يا أُسْتاذ!,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-100.mp3
lecturer,muɧāɖir,مُحاضِر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-101.mp3
professor,brufesūr,بْروفيْسور,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-102.mp3
professor,ustāz (asátza),أُسْتاذ (أساتْذة),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-103.mp3
principal,mudīr,مُدير,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-104.mp3
to teach,dárris [2s1],درِّس,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-105.mp3
to teach a course,dárris [2s1] kurs,درِّس كورْس,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-106.mp3
She teaches at the university.,híyya btidárris f- ilgám3a.,هِيَّ بِتِدرِّس في الجامْعة.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-107.mp3
Ahmad is teaching me Arabic.,ʔáɧmad biydarrísli 3árabi.,أحْمد بِيْدرِّسْلي عربي.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-108.mp3
to teach a lesson,šáraɧ [1s1] dars,شرح درْس,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-109.mp3
to correct a test,ȿáɧɧaɧ [2s2] imtiɧān,صحّح اِمْتِحان,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-110.mp3
to enroll,ištárak [8s1],اِشْترك,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-111.mp3
enrollment,ištirāk,اِشْتِراك,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-112.mp3
I intend to enroll in an Arabic class next month.,nāwi ʔaštírik fi faȿl il3árabi -ššahr ilgáyy.,ناوي أشْترِك في فصْل العربي الشّهْر الجايّ.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-113.mp3
school year,sána drasíyya,سنة دْراسية,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-114.mp3
school year,sánit madrása,سنِةْ مدْرسة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-115.mp3
semester,[term],تُرْم,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-116.mp3
tuition,maȿarīf dirāsa,مصاريف دِراسة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-117.mp3
scholarship,mínɧa (mínaɧ),مِنْحة (مِنح),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-118.mp3
student loan,qarɖə ʈullābi (qurūɖ ʈullabíyya),قرْض طُلّابي (قُروض طُلّابية),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-119.mp3
university,gám3a,جامْعة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-120.mp3
"to get into college, start university",xašš [1g2] ilgám3a,خشّ الجامْعة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-121.mp3
"to get into college, start university",dáxal [1s3] ilgám3a,دخل الجامْعة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-122.mp3
to go to college,dáras [1s2] fi -lgám3a,درس في الجامْعة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-123.mp3
"department, faculty",qism (aqsām),قِسْم (أقْسام),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-124.mp3
"department, faculty",kullíyya,كُلّية,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-125.mp3
"I got into the faculty of medicine, but later I changed to law.","daxáltə kullíyyit iʈʈíbb, bassə sibtáha wi daxáltə ɧuʔūʔ.",دخلْت كُلّيةْ الطِّبّ، بسّ سِبْتها و دخلْت حُقوق.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-126.mp3
major,taxáȿȿuȿ,تخصُّص,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-127.mp3
minor,taxáȿȿuȿ fár3i,تخصُّص فرْعي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-128.mp3
to major in,itxáȿȿaȿ [5s2] fi,اِتْخصّص في,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-129.mp3
What are you majoring in?,ʔínta taxaȿȿúȿak ʔē?,إنْتَ تخصُّصك أيْه؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-130.mp3
I'm majoring in English literature.,ʔána taxaȿȿúȿi ʔádab ʔingilīzi.,أنا تخصُّصي أدب إنْجْليزي.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-131.mp3
university campus,ɧáram gám3i (aɧrām gam3íyya),حرم جامْعي (أحْرام جامْعية),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-132.mp3
dormitories,madīna gam3íyya,مدينة جامْعية,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-133.mp3
Do you live on campus?,ʔínta sākin fi -lmadīna -lgam3íyya?,إنْتَ ساكِن في المدينة الجامْعية؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-134.mp3
to graduate from,itxárrag [5s2] min,اِتْخرّج مِن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-135.mp3
When did you graduate from university?,itxarrágt ʔímta min ilgám3a?,اِتْخرّجْت إمْتى مِن الجامْعة؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-136.mp3
I graduated from university in 2005.,itxarrágtə min ilgám3a sánit ʔalfēn wi xámsa.,اِتْخرّجْت مِن الجامْعة سنِةْ ألْفيْن و خمْسة.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-137.mp3
freshman (1st-year university student),ʈālib gidīd (ʈálaba gudād),طالِب جِديد (طلبة جُداد),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-138.mp3
freshman (1st-year university student),ʈālib (ʈálabit) sána ʔūla,طالِب (طلبِةْ) سنة أولى,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-139.mp3
sophomore (2nd year),ʈālib sána tánya,طالِب سنة تانْيَة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-140.mp3
junior (3rd year),ʈālib sána tálta,طالِب سنة تالْتة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-141.mp3
senior (4th year),ʈālib sána ráb3a,طالِب سنة رابْعة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-142.mp3
All the freshmen have to attend an orientation ceremony.,kull iʈʈullāb -lgudād ilmafrūɖ yiɧɖáru -lmuɧáɖra -tta3rifíyya.,كُلّ الطُّلّاب الجُداد المفْروض يِحْضروا المحاضْرة التّعْريفية.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-143.mp3
degree,dáraga,درجة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-144.mp3
diploma,diblōm(a),دِبْلوْم، دِبْلوْمة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-145.mp3
certificate,šahāda,شهادة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-146.mp3
He got a certificate for completing the course.,ʔáxad šahāda ʔínnu xállaȿ ilkúrs.,أخد شهادة إنُّه خلّص الكورْس.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-147.mp3
to get a Bachelor’s degree,ʔáxad [i3] dáragit ilbakaluriyūs,أخد درجِةْ البكالورِيوس,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-148.mp3
"college student, undergraduate student",ʈālib gám3i (ʈálaba) gam3iyyīn),طالِب جامْعي (طلبة جامْعِيين),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-149.mp3
undergraduate studies,iddirasāt ilgam3íyya,الدِّراسات الجامْعية,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-150.mp3
to do a Master’s degree,ɧáɖɖar [2s2] mažistēr,حضّر ماچِسْتيْر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-151.mp3
to do a Doctorate,ɧáɖɖar [2s2] dukturāh,حضّر دُكْتوراهْ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-152.mp3
"thesis, dissertation",risālit mažistēr,رِسالِةْ ماچِسْتيْر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-153.mp3
"thesis, dissertation",risālit dukturāh,رِسالِةْ دُكْتوراهْ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-154.mp3
subject,mádda (mawádd),مادّة (مَوادّ),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-155.mp3
What was your favorite subject in school?,ʔē ʔáktar mádda kuntə bitɧibbáha fi -lmadrása?,أيْه أكْتر مادّة كُنْت بِتْحِبّها في المدْرسة؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-156.mp3
"I really enjoyed studying history, but I hated science class.",ɧabbēt ittarīx bassə ma-ɧabbítš il3ulūm.,حبّيْت التّاريخ بسّ محبِّتْش العُلوم.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-157.mp3
"I really enjoyed studying history, but I hated science class.",kuntə baɧíbb ittarīx bassə bákrah il3ulūm.,كُنْت بحِبّ التّاريخ بسّ بكْرهْ العُلوم.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-158.mp3
to be good at,báʔa [1d1] šāʈir fi,بقى شاطِر في,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-159.mp3
He’s really good at math.,húwwa šāʈir gíddan fi -rriyaɖiyāt.,هُوَّ شاطِر جِدّاً في الرِّياضِيات.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-160.mp3
biology,ilʔaɧyāʔ,الأحْياء,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-161.mp3
chemistry,ilkímya,الكيمْيا,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-162.mp3
dentistry,ʈibb ilʔasnān,طِبّ الأسْنان,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-163.mp3
economics,3ilm ilʔiqtiȿād,عِلْم الاِقْتِصاد,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-164.mp3
geography,ilguɣráfya,الجُغْرافْيا,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-165.mp3
geology,ilžiyulúžya,الچِيولوچْيا,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-166.mp3
geometry,ilhandása,الهنْدسة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-167.mp3
history,ittarīx,التّاريخ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-168.mp3
law,ilɧuʔūʔ,الحُقوق,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-169.mp3
linguistics,3ilm  illuɣawiyāt,عِلْم اللُّغَوِيات,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-170.mp3
literature,ilʔádab,الأدب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-171.mp3
mathematics,irriyaɖiyāt,الرِّياضِيات,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-172.mp3
mathematics,irriyāɖa,الرِّياضة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-173.mp3
medicine,iʈʈíbb,الطِّبّ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-174.mp3
philosophy,ilfalsáfa,الفلْسفة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-175.mp3
physical education (P.E.),ittárbiya -rriyaɖíyya,التّرْبية الرِّياضية,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-176.mp3
physics,ilfízya,الفيزْيا,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-177.mp3
political science,il3ulūm issiyasíyya,العُلوم السِّياسية,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-178.mp3
psychology,3ilm innáfs,عِلْم النّفْس,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-179.mp3
science,il3ulūm,العُلوم,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-180.mp3
social studies,iddirasāt ilʔigtima3íyya,الدِّراسات الاِجْتِماعية,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav10-181.mp3
