english,transliteration,arabic,audioUrl
narrow; tight,ɖáyyaʔ,ضيّق,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav57-60.mp3
wide; loose,wāsi3,واسِع,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav57-61.mp3
dark,ɖílim,ضِلْم,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav57-62.mp3
dark,miɖállim,مِضلِّم,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav57-63.mp3
"bright, light",mináwwar,مِنوّر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav57-64.mp3
sharp,ɧādd,حادّ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav57-65.mp3
blunt,miš ɧādd,مِش حادّ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav57-66.mp3
additional,ʔiɖāfi,إضافي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav57-67.mp3
the same __,nafs il__,نفْس الـ__,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav57-68.mp3
similar,mušābih,مُشابِهْ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav57-69.mp3
different,muxtálif,مُخْتلِف,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav57-70.mp3
possible,múmkin,مُمْكِن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav57-71.mp3
impossible,mustaɧīl,مُسْتحيل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav57-72.mp3
"probable, likely",muɧtámal,مُحْتمل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav57-73.mp3
